symbol,session,action,reason,rows_affected,bad_rows,outside_regular_rows,file
UNITDSPR,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_UNITDSPR_5minute_20230901_20260901.parquet
UNITDSPR,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_UNITDSPR_5minute_20230901_20260901.parquet
VBL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_VBL_5minute_20230901_20260901.parquet
VBL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_VBL_5minute_20230901_20260901.parquet
VEDL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_VEDL_5minute_20230901_20260901.parquet
VEDL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_VEDL_5minute_20230901_20260901.parquet
WIPRO,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_WIPRO_5minute_20230901_20260901.parquet
WIPRO,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_WIPRO_5minute_20230901_20260901.parquet
ZYDUSLIFE,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ZYDUSLIFE_5minute_20230901_20260901.parquet
ZYDUSLIFE,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ZYDUSLIFE_5minute_20230901_20260901.parquet
